4,2183672871,Mon Jun 15 14:49:44 PDT 2009,NO_QUERY,Rawryn,FINDING NEMO!!!! HELL YEAH  text me: 480.299.6988
4,2183672874,Mon Jun 15 14:49:44 PDT 2009,NO_QUERY,MaternalSpark,@glassidentities Yay! she's on twitter too..follow @MomDot  See you over there!
4,2183672928,Mon Jun 15 14:49:44 PDT 2009,NO_QUERY,stephensonmc,Over 500 followers! Thanks community
4,2183672820,Mon Jun 15 14:49:44 PDT 2009,NO_QUERY,ryanculling,Home from work. Start again at 8am.  Epic.
4,2183672843,Mon Jun 15 14:49:44 PDT 2009,NO_QUERY,D_Roya,@robdyrdek that record was funny as hell
4,2183672929,Mon Jun 15 14:49:44 PDT 2009,NO_QUERY,xt1nam,@jram35 aww cute! don't forget to bring me back a Georgian
4,2183672972,Mon Jun 15 14:49:45 PDT 2009,NO_QUERY,zubinsaxena,@meerasapra OHH.... So how do you make this &quot;:p&quot; ...? like this..:oP..?
4,2183673048,Mon Jun 15 14:49:45 PDT 2009,NO_QUERY,drpunkerz,@alyankovic I like the new layout.
4,2183673058,Mon Jun 15 14:49:45 PDT 2009,NO_QUERY,barrycrider,Lunch time  http://twitpic.com/7hvpi
4,2183673074,Mon Jun 15 14:49:45 PDT 2009,NO_QUERY,reneehendricks,"ok, I'm getting rather tired and my back is killing me - off for a short nap then back at it in a while "
4,2183673085,Mon Jun 15 14:49:45 PDT 2009,NO_QUERY,ShellLovesSteve,Sitting watching tv with my gorgeous boyfriend  &lt;3
4,2183673089,Mon Jun 15 14:49:45 PDT 2009,NO_QUERY,girlygirlstefie,@aleskywalker your welcome  #BSB
4,2183673130,Mon Jun 15 14:49:45 PDT 2009,NO_QUERY,Melissa1026,@feltbeats Any new photo shoot of Tom is a good thing  can't wait to see
4,2183673171,Mon Jun 15 14:49:46 PDT 2009,NO_QUERY,carmelaantonio,&quot;maybe years until the day.. My dreams would match up with my pain.. Mushaboom!&quot;
4,2183673277,Mon Jun 15 14:49:46 PDT 2009,NO_QUERY,tweeteradder31,@fashionandsex Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip
4,2183673297,Mon Jun 15 14:49:46 PDT 2009,NO_QUERY,julesepoo,"Time to go pick flowers with spring.  Yeah, we're gay "
4,2183673386,Mon Jun 15 14:49:47 PDT 2009,NO_QUERY,xJanessabrazilx,@DiamondJames @lovegisele  she is a cool chick DJ you guys would def. get along!
4,2183673432,Mon Jun 15 14:49:47 PDT 2009,NO_QUERY,ayatoshirosan,"I will listen to You my Love, with wide open heart,   "
4,2183673448,Mon Jun 15 14:49:47 PDT 2009,NO_QUERY,kacsaful,"@kippras can't begin to tell u how much i love ur interviews! also, @fabulouslorrain's &amp; her blog are totally made of awesome "
4,2183673459,Mon Jun 15 14:49:47 PDT 2009,NO_QUERY,CaptainShara,"@alli_oop How's that shield doing?  You survived the day, hooray!"
4,2183673485,Mon Jun 15 14:49:47 PDT 2009,NO_QUERY,sylviayong,"@xolp same same, they were screaming about it on the phone, they didn't turn up to school, lazy sods. ha btw i meant HELLO not hell "
4,2183673504,Mon Jun 15 14:49:47 PDT 2009,NO_QUERY,skaterdudette,wants to go play.
4,2183673526,Mon Jun 15 14:49:48 PDT 2009,NO_QUERY,brokenpoly,Drag Me To Hell = Awesome movie
4,2183673570,Mon Jun 15 14:49:48 PDT 2009,NO_QUERY,Zaritaaa,"Open up the skies with thunder Shake the world and all its wonders Come, Jesus, come "
4,2183673586,Mon Jun 15 14:49:48 PDT 2009,NO_QUERY,theBingeroso,@MarkyMark925 chapstick classic is waaaaay better.
4,2183673647,Mon Jun 15 14:49:48 PDT 2009,NO_QUERY,lucywardrobe,"@gfalcone601 Jodi Picoult is my favourite author, that book is so good "
4,2183673708,Mon Jun 15 14:49:49 PDT 2009,NO_QUERY,tweeteradder31,@siweb Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip
4,2183673840,Mon Jun 15 14:49:49 PDT 2009,NO_QUERY,iizadora_izzy,"@dougiemcfly GOOD! FUCK HIM! HAHAHAHHA, NO, I SAID FUCK ME! "
4,2183673878,Mon Jun 15 14:49:49 PDT 2009,NO_QUERY,lashlady,"home sweet home :] someone send me back to thursday! awh theres a hedgehog and a kitten in my back garden, CUTE OVERLOAD! "
4,2183673884,Mon Jun 15 14:49:49 PDT 2009,NO_QUERY,Leleleah,"I love big brother, especially noirin! She's so sweet! "
